fichier;id_lettre;expediteur;date;date_when;destinataire;mots_cles;texte_lettre
01790_VIII_46-66e00d94cd2c5.xml;cp01790;Marcel Proust;mardi [le 21 avril 1908];19080421;Louis Albufera, d';['amitié', 'déplacements', 'homosexualité', 'mondanités'];"Mardi

Mon cher Louis

Je te remercie de tout cœurde ta lettre. Par quel hasardas-tu du papier
               marqué 
                  St
                  Saint
               Marcel. En tous cas cela m’abien amusé à constater. Jesuis
               ennuyé de ce que tu medis de 
                     Monte Carlo
                     Monte-Carlo
                   . Si tu mel'avais
               dit à temps, j’auraispu savoir bien des choses et auraisrepris le rôle qui
               était mon ancienrôle, ma raison d'être et pourlequel tu sais que tu me
                  trouveras 2toujours.
               En tous cas je te dirai devive voix puisque tu reviens bientôtet 
                  manifeste
                  manifestes
                l'intention de mevoir, certains conseils que je croisque tu
               ferais bien de suivre.Quant à te 
                  revoir
                  revoir
                si j'y étais hostile,ce n'est pas, comme tu parais lecroire, par
               manque d’affectionpour toi. Je quitte
                  définitivementParis au mois de 
                  Juillet
                  juillet
                et n’yreprendrai plus d’habitation. J’auraidéjà assez de
               tristesse de rompreen partant des liens d'amitié forts.Puisque, m’épargnant
               en cela unpeu de souffrance pour ce momentde la séparation définitive,
               lesnôtres s'étaient un peu relâchés,je trouvais inutile de te revoir et 3de me rendre ainsi toute la force de mes regrets.
               Maispuisque tu en décides autrement, tu sais que tant qu’il s'agirade te
               voir et d’être ton ami, mon cœur, toujours plein dessouvenirs de notre amitié
               d’autrefois, ne demandera qu'à selaisser faire violence ! — . Merci de tes nombreux renseignements, tu es si précis que même sur Saussine tu meréponds
                  ,
                  
                (un mois après quand cela n’a plus d’objet). J’aimecette précision et t'en remercie. J’écrirai d’un jour à
                  l’autre à Louis Maheux. Ta plaisanterie sur le genre de rapportsque
               tu n’as pas eus avec lui était inutile et cette idée neme serait pas venue.
               Hélas je voudrais être aussi 
                  sur
                  sûr
                quetu n’as pas à cet égard de telles idées sur moi. En tout cas 4ce serait plus explicable puisque tant de gens l'ont dit
               de moi.Cependant je pense que quel que soit le fond de ta pensée surmoi à
               ce sujet (et je souhaite de tout mon cœur qu’ellesoit conforme à la vérité, 
                  c'est à dire
                  c’est-à-dire
                excellente), ce n’est pasrelativement à Louis
                  Maheux que cette pensée te viendrait. Je nesuis pas assez stupide,
               si j'étais de ce genre de canailles, pouraller prendre toutes les précautions
               pour que ce garçon sachemon nom, puisse me faire coffrer, t’avertisse de tout
               etc.Je réponds à ta plaisanterie un peu longuement 
                  peut’être
                  peut-être
               . Maisc'est qu’hélas elle était suivie d'un : « mais » (« mais si c'est pour avoir l'impression de sa vie »)
               que tu as écrit involontairement,d’autant plus sincèrement, et qui m'a donné fort
               à penser. Je te disadieu, je vais commencer un travail très important. Avais-tu
                  lumes pastiches dans les Suppléments du Figaro ?

De cœur à toi

Marcel Proust"
01938_IX_13-66e45760080f2.xml;cp01938;Marcel Proust;"[le 18 ou
                  19 février 1909]";;Fernand Gregh;['éloge', 'santé', 'arts de la scène', 'genèse', 'lectures', 'pastiche', 'documentation'];"Mon cher Fernand,

Tu as écrit une adorable féerie, une féerie de grand poète qui s’amuse et se joue à planter
               partout, dans tout genre, son pavillon. Tu as eu la gentillesse de me l’envoyer. Si
               je ne t’en ai pas remercié (car je ne crois pas l’avoir fait) c’est que j’ai été plus
               malade que je ne peux dire.

Et d’ailleurs cela continue.

Si tu vois dans un journal un pastiche de moi, n’y vois pas de contradiction avec ce que
               je te dis de ma santé, car ce sont de vieilles bribes. Si écrire même une lettre ne
               me faisait pas mal à la tête, je t’écrirais une vraie lettre sur ta féerie.

Dernièrement aussi j’aurais voulu te demander où se trouvait ce vers d’Hugo que je ne puis retrouver : 
                  
                     Quand on est jeune on a des matins triomphants
                     Le jour sort de la nuit comme d’une victoire etc…
                  
                        Victor Hugo
                        La Légende des Siècles
                        Booz endormi
                        1859-1883
                        v. 51-52

J’aurais voulu le prendre comme épigraphe, mais les épigraphes me sont 
                  devenus
                  devenues
                inutiles. Si j’allais mieux je te demanderais peut-être
               un rendez-vous pour parler de Dubois qui pourrait peut-être quelque chose pour divers phénomènes
               consécutifs à mon état profond auquel il ne peut rien. Mais pour cela, te voir, il
               faudrait que j’aille mieux.

Excuse ces jérémiades et crois à ma vieille affection. Mes respectueux
                  hommages à Mme Gregh."
90029_VIII_28-66d1de4c6c9ee.xml;cp90029;Marcel Proust;[entre le 21 et le 25 mars 1908];19080321;Robert Dreyfus;['lectures'];
03480_XVII_40_tei-639749a428a49-6671315fe45e3.xml;cp03480;Marcel Proust;mardi [19 février 1918];19180219;Jacques Porel;['Corpus_Guerre_1914-1918'];"Mardi

Cher ami

Grâce à l'âge avancé où
                    vous m'avez si aimablement rappelé l'autre
                    jour que j'étais parvenu,je commence à avoir reçu
                    biendes lettres de fiançailles. Mais je suis
                    certain que, de toutes, la plus jolie est la
                        vôtre. Je ne vous
                    dirai pas qu'elle mériterait de figurer dans les livres où on

réunit les « modèles de
                    dissertation » parce que ces livres sont
                    stupides et indignes de posséder ce joyau.
                    Mais s'ils étaient bien faits, s'ils ne
                    contenaient que des choses ravissantes, alors
                    quelle place d'honneur pour cette « lettre
                    d'un jeune homme qui annonce son mariage
                    »,entre 
                  2
                        
                  deux 
               
               Sévigné bien
                        choisies.

Et encore non, parce que
                    vous n'êtes pas « un » jeune homme. Vous êtes Porel le léger. Et je ne regrette
                    pas que Céleste
               ait eu
                    l'imprudence de le dire et moi de le répéter, 
                  puis que
                  puisque
               , dans la
                        conversation, dans la
                    correspondance, cela vous a donné l'occasion de vous en
                    défendre avec tant de grâce. C'est une jolie
                    chose d'être léger quand on sait enfin reposer ses ailes. Tout
                    ce que vous

dites de votre fiancée est charmant. Je vous
                    envie, je l'envie et dans la solitude
                        désolée de la chambre
                    de liège, je me console un peu avec votre bonheur.
                    Par une rencontre qui n'a du reste rien de
                    fantastique, si vous avez fini d'écrire votre
                    lettre pour retourner au Président de la
                    Chambre de Commerce de 
                  B.
                  Buenos
                Ayres,
                    j'ai cessé de lire la vôtre, à une heure de distance,
                    pour aller chez le 
                  Présidt
                  
                  Président
                de la Chambre de
                        Commerce américaine, W. Berry
                qui est du

reste charmant. Mais
                    comme nous sommes commerciaux tous les deux !
                    Cher ami je pense que vous ne serez pas seulement
                    un mari délicieux mais que vous serez aussi un
                    très bon mari. Car c'est seulement dans un sens
                    gracieux que je vous crois léger. Mais je me
                    figure un très grand sérieux moral,
                        qu'anime et meut cette
                        juvénile légèreté. Voir
                    votre fiancée cher ami, mais cela me

semble aussi difficile
                    que tentant. Nous ne pouvons pas dîner
                    ensemble. Vous trouvez que personne ne mange
                    aussi salement que moi. Cela pourrait faire
                    manquer votre mariage. Voudriez-vous présenter
                    mes respectueux hommages à 
               Madame votre mère et

à Madame votre Soeur (vous ignorez
                        
               
                  peut'être 
                  peut-être 
               que je les connais – je
                    veux dire que je les connais personnellement,
                    car sans cela vous pensez bien que l'art de
                        Madame Réjane a rempli ma
                    vie intérieure. Les chagrins de Germinie
                  de Lacerteux
                ont été
                    dans les plus grands de ma vie, j'en souffre encore
                    et souvent je suis remué pour des

heures
                    par le souvenir de la voix
                        déchirante. Je voulais seulement dire que je les
                    connais personnellement, quoique fort peu.
                   
                  ) 
               
               Madame votre
                        Mère m'a traité de boche. Il me semble que cela
                    indique des relations suffisantes pour que je
                    me permette de vous demander de lui dire que
                    je m'associe à sa joie.

Votre tout
                    dévoué

Marcel Proust

P.S.: Les 
                        3
                        trois
                      lignes du P.S. ne sont pas barrées
                        mais soulignées, pour que vous
                    méditiez.

P.S.: Pour qu'un « homme posé » ne soit pas odieux, il faut
                        qu'il ait été d'abord
                        léger, comme Porel. Car alors il n'est pas posé par inertie mais ayant
                        enfin trouvé la meilleure il se
                      pose."
05634_BIP_44_3-637df652ca02a-6671316136a44.xml;cp05634;Marcel Proust;"[entre le
                  12 et le 14 octobre 1917]";;Gaston Gallimard;[];"Cher ami

Voici la fin de mon manuscrit, plus
                     les épreuves corrigées de 1 à 183
               . Elle se compose comme vousvoyez d’un gros cahier, et d’unmince
               cahier. Le mince ayantété arraché d’un plus gros etrecousu tant bien que
               mal, je lecrois un peu fragile. Quant à l’état matériel (je ne parle
               d’ailleurs que decela dans cette lettre) des pages de ces cahiers,

je crois celles du mince beaucoupmoins malades que celles dugros, lequel
               aura sans doute besoindes soins merveilleux de chartistequ’a votre
                  dactylographe
               . Les é
               
               
                  Elles
                  Les épreuves corrigées vous sont portées avec
               
               preuves corrigées de la page 1
               
               le manuscrit
               
               
               à la page 184, vous seront portées
               
               demain. Votre imprimeur lit monécriture d’une
               façon confondante.En revanche quand il a à faire àl’imprimé de Grasset, il change,il saute des
               mots, des phrases. Les

caractères ne seront pas aussi fins que sur lesépreuves n’est-ce pas, car ce
               serait illisible.Je suis à vos ordres pour Grasset
               . Néanmoins, étant donné que je
               suis en cemoment 
                  vis à vis
                  vis-à-vis
                de lui comme vous savezdans une position assez mal définie et
               qu'il ne cherche qu’un prétexte pour modifier,je crois qu’il vaudrait mieux
               ne pas lui endonner la'
               
               fo
               acilité en me faisant écrire, etil me semble que sur ce point
               accessoire et

qui va de soi, il est tout naturel que vouslui écriviez : « Devenu éditeur de
                  M. Proust
               je désire, d’accord avec lui, vous racheter
               
                  etc
                  etc.
                ». Il a d’ailleurs une grande
                  considération
               pour la N.R.F.
               Je n’ai pas encorereçu de réponse de Montesquiou. 
                  Peut’être
                  peut-être
               
               d’ailleurs votre ami est-il allé chez luimuni de ma lettre. S’il a été bien
               reçu 
                  dites le
                  dites-le
               
               moi, pour que je remercie Montesquiou. J’ai
                  trouvé que votre
               nouvelle figure (rasée) vous seyaitadmirablement. Je vous aime sous tous les
               aspects mais

celui-là m’a paru fort heureux.
               Cher ami, par discrétion, parmanque de
               forces, par peur d’abuser des vôtres, je ne vous aipas parlé dans cette
               lettre de lachose à laquelle je pense le plus, votre
               voyage(que j’ai appris tout récemment etpar hasard) et l’effet qu’il pourraavoir sur
               votre santé.  ̶
                  . Quant à Grasset
               plus j’y pense, plus mon idée (à laquelle je suis tout prêt à renoncer) me
               sembleavantageuse. Dès que vous allez êtreparti, je serai livré à ses
               sollicitations,

et bien entendu je n’y cèderai pas.Mais en lui écrivant, vous éditeur,et
               éditeur respecté de lui, vous coupezles ponts. Je crois que ce
               seraitmieux.

Bien affectueusement àvous cher ami

P.S.: Il y a dans ces épreuves, il yaura dans les autres, certaines pages(pour
                  les 
                     4
                     quatre
                   volumes 
                     peut’ être 
                     peut-être 
                  
                  
                     4
                     quatre
                   ou
                  
                     5
                     cinq
                   pages) dont je ne peux pas savoiravant d’avoir tout corrigé si
                  elles

P.S.: n’émigreront pas dans une autre partie. D’une part dansun ouvrage aussi long,
                  un morceau risque d’avoirété placé deux fois et comme mon livre
                   n’est pas une
                  Iliade
                  , ces redites seraient inexcusables. D’autrepart il y a une question
                  d’équilibre que je n’apercevrai qu’une fois l’ensemble vu. Mais je
                  croisque ces transferts même s’ils se produisent n’entraîneront pas
                  l’interchangement de plus de
                  
                     
                        5
                        cinq 
                     
                      3
                   ou 
                     6
                     six
                   pages.  ̶ . Je vous
                  avais dit que dans mesépreuves corrigées il n’y avait qu’un bis, il y en a 
                     2
                     deux
                   ou
                  
                     3
                     trois
                  , et même un ter, le 152ter dont la petite déchirure
                  ne signifie rien.

P.S.: Dernière minute : J’apprends que
                  Madame Lemarié (du moins je supposeque
                  c’est elle) est venue pendant que Céleste
                  qui ne sort jamais, était
                   allée chez sa 
                        belle sœur
                        belle-soeur
                     
                  
                  
                  rue 
                        Laffite
                        Laffitte
                     
                  . Je ne peux vous dire ma tristesse, si c’était Madame Lemarié
                  . Je ne retarde
                  pasl’expédition des épreuves que vousme faites dire « très pressées
                     »
                  en prolongeant ce mot."
02915_XIV_26-637cdfc6c48db-6671315e6b9e3.xml;cp02915;Marcel Proust;"[entre
                  le 8 et le 11 avril 1915]";;Robert Billy, de;[];"102
                           102
                           
                               
                               
                           
                           
                              bd
                              
                              boulevard
                            Haussmann

Mon cher Robert

Je n'aime pas beaucoup mêler lesentiment aux questions pratiques.Aussi je
               ne vous parle pas des chagrinsqui m'ont littéralement
               anéanti depuiscet été. Depuis la guerre je vis dans l'anxiété pour tous
               ceux que j'aime (
                  c'est à dire
                  c'est-à-dire
                au fond même pour ceux queje ne connais pas et dont je me
               représentesi vivement les souffrances), mais je n'ai pas pu m'empêcher
               d'être plus particulièrementtourmenté pour mon
                  frère qui a connu de

grands dangers dans l'Argonne, etparticulièrement
               désespéré de ladisparition de Bertrand de
                  Fénelon
               .

Au milieu de tant de pensées quej'aimerais échanger avec vous
               (etje voudrais aussi tellement savoirvotre impression, vos
               prévisions)cela m'ennuie bien de vous poser unequestion d'affaires et qui
               ne vous donnerad'ailleurs que l'ennui d'un simplerenseignement à demander.
               Monexcuse de vous parler affaires estque si vous vous le rappelez
               j'avais

que l'été dernier une grosse « position » à
               termeet d'emprunt sur titres et vous pouvez devinerce que tout cela est
               devenu depuis la guerre et dansquels embarras je peux être. Vous pourriez même
               
                  peut'être
                  peut-être
                sur certains d'entre eux me donner de bonsconseils. Mais ce serait
               trop long à expliquer etpuis en ce moment on n'a vraiment pas le couragede
               parler de tout cela, on pense trop à autre chose.Le seul renseignement que je
               voudrais avoir parvous et que vous m'aviez déjà obtenu une fois mais

si vague, si quelconque, et comme la Maison
                  Mirabaud
               
               l'
                  eut
                  eût
                donné à un passant, touche à la 
                  Doubowaïa
                  
                  Balka
               . Je voudrais savoir si cette valeur qui abeaucoup baissé depuis les cours
               où je l'ai achetéeun peu avant la division des actions, est considéréepar
               la Maison Mirabaud
               
               comme une excellente valeur,destinée à retrouver les cours où elle était
               alors(je ne dis pas les cours où elle était avant la guerreet qui étaient
               déjà plus bas de beaucoup) ou siau contraire il serait sage de la sacrifier. En
               effet jel'ai achetée à l'aide d'un prêt sur titres, c'est dire qu'elle me
               coûte 7 % d'intérêts, sans m'en rapporteraucun. Si ses cours doivent monter
               beaucoup cela peut valoir

la peine de continuer. Je serais heureuxque la Maison Mirabaud vous 
                  donnat
                  donnât
               
               des précisions à cet égard.
                   – .
               Jevais passer ces jours-ci un conseilde 
                  contre réforme
                  contre-réforme
                et le hasard mènetellement le monde que je serai 
                  peut'être
                  peut-être
                « pris » quand tant de gens bien portantsse promènent. Je ne le désire pas
               car jesais de quelle inutilité je serais, et enrevanche que mon dernier
               reste de santéy sombrerait avant que j'aie pu terminer mon ouvrage. Je n'ai cessé d'être fortmalade depuis que je vous ai vu
               et c'estpresque une consolation ; on est moinshonteux de soi que si on
               était bien portant et

gai quand tant de gens souffrent etmeurent. Mais j'aimerais encore
               mieuxêtre bien portant et utile. Du moins
               mon frère l'est ; depuis huit mois il n'apas
               cessé une seconde de l'être etsouvent dans des circonstances tragiquesqui
               l'ont fait citer à l'ordre du jourde l'armée. Reynaldo est dans l'Argonne
               probablement pas très loin de Robert
               .Dans la mesure où vous pourrez me
               direvos impressions sur tout cela vous meferez grand plaisir. Quant à la
                  Doubowaïa
               c'est au contraire un renseignement

précis que je vous demande, si vous pouvez me ledonner, précis et sincère. 
                  Dites moi
                  Dites-moi
                comment
               Madame de Billy, vos
               filles, vos parents,ont traversé ces mois terribles.

Présentez leurmes respectueux hommages et croyez à la tendre
                  affection de votre

Marcel Proust

P.S.: Présentez je vous prie mes respectueux hommagesà Monsieur et Madame Barrère
                  . Et à
                  Primoli s'il est à Rome
                  . Si je n'étais
                  pas« pris » croyez-vous que je pourrais risquer un

P.S.: séjour à Venise pour ma fièvre des foins, à supposer
                  queje fusse en état de quitter mon lit et d'être transporté,ce qui est
                  douteux."
02905_XIV_16-63751b22be6de-6671315e584ad.xml;cp02905;Marcel Proust;[le 2 ou 3 février 1915];;Lucien Daudet;['guerre'];"Cher Lucien,

Très souffrant
                    aujourd'hui je ne peux que vous écrire ces quelques mots pour vous dire le grand
                    regret que j'ai eu hier d'être sorti au
                    moment où est venue votre lettre, et
                    rentré trop tard pour pouvoir utilement vous répondre. Ci-joint une lettre
                    prête à partir pour vous depuis deux jours, que je décachète pour vous l'envoyer
                    sous la même enveloppe que celle-ci.

Votre"
03973_XVIII_293-641c2327a0ae8-66713160a8d56.xml;cp03973;None None;"le 10 décembre
                  [1919]";19191210;Marcel Proust;[];"Paris, 10 décembre

ACADÉMIEGONCOURT1903

Monsieur et cher confrère

Nous avons l'honneur et leplaisir de vous annoncer quevous avez été désigné
               aujourd'huipour le Prix Goncourt pourvotre livre : 
                  
                     
                        A
                        À
                      l'ombre desjeunes filles en 
                        fleur
                        fleurs
                     
                     
                  
                  .

Veuillez recevoir, Monsieuret cher confrère, l'expressionde nos sentiments
                  dévoués"
02830_XIV_176-647f412888e98-6671315e1a733.xml;cp02830;Marcel Proust;[peu après le samedi 24 octobre 1914];19141024;Reynaldo Hahn;[];"Cher Reynaldo

Je vous remercie de tout coeur de votrelettre, impérissable monument de bonté etd'amitié. Mais Bize se trompe entièrements'il croit que
               ' un certificat me dispensede quoi que ce
               soit. 
                  Peut'être
                  Peut-être
                un certificatde Pozzi, 
                  lieutenant colonel
                  lieutenant-colonel
                au 
                  
                     Val deGrâce
                     Val-de-Grâce
                  
               , l'eût pu (et je ne crois pas). Mais avec des
               manièrescharmantes et des procédés parfaits il l'aéludé et refusé
               . Je vous tiendrai au courant de mes
                  mesaventures
                  mésaventures
                militaires quand elles seproduiront. Mon cher petit vous êtes bien
               gentild'avoir pensé que Cabourg
                avait 
                  du
                  dû
                m'êtrepénible à cause d'Agostinelli. Je dois avouer

à ma honte qu'il ne l'a pas été autantque j'aurais cru et que ce voyagea
               plutôt marqué une 
                  1re
                  
                  première
                étape dedétachement de mon chagrin, 
                  etape
                  étape
               
               après laquelle heureusement j'ai 
                  retrogradé
                  rétrogradé
               
                   
                  ,
                une fois revenu
                   
                  ,
                vers les souffrancespremières. Mais enfin à
                  Cabourg sanscesser d'être aussi triste ni
               d'autantle regretter, il y a eu des moments,
                  peut'être
                  peut-être
                des heures, où il avaitdisparu de ma pensée. Mon cherpetit ne me
               jugez pas trop mal parlà (si mal que je me juge moi-même !). Et n'en
               augurez pas unmanque de fidélité dans mes affections,comme moi j'ai eu le
               tort de l'

augurer pour vous quand je vous voyais regretterpeu des gens du monde que je
               croyais que vousaimiez beaucoup. Je vous ai supposé alors moinsde tendresse
               que je n'avais cru. Et j'aicompris ensuite que c'était 
                  parcequ
                  parce qu
               'il s'agissait de gens
               que vous n'aimiez pas vraiment.J'aimais vraiment
                  Alfred. Ce n'est pas assezde dire que je
               l'aimais, je l'adorais. Etje ne sais pourquoi j'écris cela au passé car
               jel'aime toujours. Mais malgré tout, dans lesregrets, il y a une part
               d'involontaire etune part de devoir qui fixe l'involontaire et

en assure la durée. Or ce devoir n'existe pasenvers Alfred qui avait très mal agi avec moi,je lui donne les regrets
               que je ne peux faireautrement que de lui donner, je ne me sens pastenu
               envers lui à un devoir comme celui qui melie à vous, qui me lierait à vous, même
               si jevous devais mille fois moins, si je vous aimais millefois moins. Si
               donc j'ai eu à Cabourg  quelquessemaines de relative
               inconstance, ne me jugezpas inconstant et n'en accusez que celui qui
               nepouvait mériter de fidélité. D'ailleurs j'ai eu unegrande joie à voir que
               mes souffrances étaient revenues ;mais par moments
               elles sont assez vives pour queje regrette un peu l'apaisement d'il y a un

mois. Mais j'ai aussi la tristesse de sentir que même vives elles sont pourtant
               peut-être moins obsédantes qu'il y a un mois et demi ou deux mois. Ce n'est pas parce
               que les autres sont morts que le chagrin diminue, mais parce qu'on meurt soi-même. Et
               il faut une bien grande vitalité pour maintenir et faire vivre intact le « moi » d'il
               y a quelques semaines. Son ami ne l'a pas oublié,
               le pauvre Alfred. Mais il l'a rejoint dans la
               mort et son héritier, le « moi » d'aujourd'hui
                   
                  , 
                aime Alfred mais ne l'a connu que par
               les récits de l'autre. C'est une tendresse de seconde main. (Prière de
               ne parler de tout cela à personne ; si le caractère général de ces vérités vous
               donnait la tentation d'en lire quelques extraits à Gregh ou à d'autres, vous me feriez beaucoup de peine. Si jamais je
               veux formuler de telles choses ce sera sous le pseudonyme de Swann. D'ailleurs je n'ai plus à les formuler. Il y a
               longtemps que la vie ne m'offre plus que des événements que j'ai déjà décrits. Quand
               vous lirez mon troisième volume
               celui qui s'appelle en partie « A l'ombre des jeunes filles en fleurs », vous
               reconnaîtrez l'anticipation et la sûre prophétie de ce que j'ai éprouvé depuis.)

J'espère que ce que je vous ai écrit vous a déjà convaincu et que vous restez à Albi.
               D'ailleurs j'espère que votre cher Commandant, si
               vos velléités absurdes persistaient, saurait « commander » et vous
                   
                  , 
               « obéir ». Je ne veux pas avoir l'air d'éluder vos questions sur moi-même.
               Car je sais que vous ne me le demandez pas par politesse ; non je ne me « nourris »
               pas en ce moment. Mais la fréquence des crises l'empêche. Vous savez que dès qu'elles
               diminuent, je sais remonter la pente, vous vous rappelez l'année dernière et ma
               victoire de la Marne
               . Je regrette un peu ce que je vous ai écrit de
                  Pozzi. Je crois qu'il n'est pas très bien avec
                  Février le directeur du 
                  Sce
                  
                  Service
                de Santé et le côté Gallieni. Du reste
               tout cela sera sans doute inutile car je ne serai 
                  peut'être
                  peut-être
                pas appelé. En tout cas je me suis fait inscrire. Ce qui en dispense c'est
               une infirmité visible, comme un pouce manquant etc. Des maladies comme l'asthme ne
               sont pas prévues. Il est vrai que pour mon livre on m'a 
                  interv
                  interviewé
                dans mon lit ; mais pensez-vous que le 
                  Gt Mre
                  
                  Gouvernement Militaire
                de Paris en sache quelque chose ! Bize a
               fait erreur s'il croit que c'est une dispense légale.

Mille tendresse de votre

P.S.: Je reçois à l'instant le certificat de Bize, je vais lui écrire pour lui demander de le faire
                     autrement, sur papier à
                  0,60, car ce certificat sans valeur de dispense, peut néanmoins le moment venu
                  m'être utile. Mais rien ne presse, je ne serai pas appelé au plus tôt avant un
                  mois ou deux. En tout cas je vais lui écrire.

P.S.: P.S.Que ma lettre je vous en prie n'aille pasvous donner
                  l'idée que j'ai oubliéAlfred. Malgré la
                  distance que je sens hélaspar moments, je n'hésiterais pas même dans cesmoments
                      là
                     -là
                   à courir me faire couper unbras ou une jambe si cela pouvait
                  leressusciter.

P.S.: 3e P.S.Surtout cher petit ne faites
                  quoique ce soit pour ma question de
                     contre réforme
                     contre-réforme
                  . Ce que vous avezfait était divinement gentil eta été parfait.
                  Mais faire autrechose ne pourrait que m'attirerdes ennuis. Je crois que
                  toutse passera très bien. Et d'ailleurs ce nesera pas avant 
                     q. q.
                     quelque
                   temps. Que

P.S.: pense le Commandant C. de la guerre ?comme
                  durée, comme issue, commeprésent, comme passé, comme
                  avenir."
03903_XVIII_222-639c357a1baad-667131608a694.xml;cp03903;Robert de Montesquiou;[le jeudi 4 septembre 1919];19190904;Marcel Proust;['prix Goncourt'];"Cher Ami,

jereçois
                  je reçois
                vos beaux livres,et j'admire leurs dehors, cettenoble
                    présentation à l'ancienne,elle-même un pastiche,
                    trèsréussi.

De ce que renferme leurcœur,
                    je vais me pénétrer,
                    probablement dans une
                        villégiature
               solitaire, salutaire, qu'ils
                        embelliront. C'est un
                    travail, car
               votre roman
                est compact,
                    etc'est bien ; un ouvrage qui
                        n'
               en exige pas, ne
                    représente qu'undivertissement vague. Au
                        contraire, quelle
                    provision de savoureuse

lecture, à l'abri
                    de ce titre
               
               qui semble celui d'une
                        séried'Outamaro
                ou d'
                  
                     Hiroshigé
                     Hiroshige
                  
               
               .

Mais
                    puisque vous l'avezvoulu, je me suis d'abord
                        rencontré moi-même dans
                        votrejardin comme le
                    mage de
               Shelley
               , et me suis
                        reconnu,
               
                  
                     
                        quantum
                            mutatus
                        
                     
                     Virgile, L'Énéide, 19 av. JC
                  
               
                ! Tandisque sa longue disparition
                    aideà ne pas changer, l'ombre quime sera
                    toujours chère, et dontvous parlez si bien.

J'espère
                    que vous ferez aussireparaître en volume le
                    belarticle à mon propos, qui s'achève

par un fragment
                    demon commentaire sur Ingres
               .Et, la phrase sur l'inimitié,c'est moi qui la
                        publierai.

Celle que je condamne,est celle que je nomme : l'inimitié grégaire. N'est-ce pasune faiblesse que
                    ne pas porter tout seul son
                    sentimentamour ou haine, et
                        requérir des
                    participants à ses
                    hostilités personnelles ?
                    Ceuxqui pratiquent cette méthode
               ne m'ont
                    jamais paru revêtir le
                    caractère de beaux ennemis,
                    mais plutôt réduire la lutte

généreuse à des
                    recrutementsde cliques sans grandeur.

Moi
                    aussi je vous enverraile troisième
               
                    et dernier volume de ma
                    série des Offrandes
               que je viens de faire paraître ;mais il me faut votre adresse,
               que vous
                    oubliez de medonner. Ce long détour est
                        gênant.

Je me
                    représente vos affres, car c'est cela, d'avoirdû quitter le
                        logis qui
                    vousreliait à vos parentales,et l'abandon de vos
                        installations
                    particulières, votre liège
                        etc.

« 
                  Il doit voir peu de temps, toutce que
                        ses yeux voient
                  Victor Hugo, Les Contemplations, IV, À Villequier, 1856
                »
                  ..
                  ...

Car c'est cela aussi, hélas !

Votre vieil
                    ami.

Robert de
                    M"
01759_VIII_15-65e1eca275ab2-6671315b73019.xml;cp01759;Marcel Proust;"[entre le
                  22 et le 24 février 1908]";;Robert Dreyfus;['langue', 'lectures', 'presse'];"Cher Robert

J'ai lu ton article, la dernière colonne
               est charmante et profonde, et sans aller 
                  jusque là
                  jusque-là
                « 
                  c'est un plaisirsans mélange
                  
                        Robert Dreyfus
                        Le Figaro. Supplément littéraire
                        Petite histoire de la revue de
                           fin d'année / I De l'Allusion
                        22 février 1908
                     
                » est exquis. Mais je n'aime pas « 
                  tout 
                        unixxxment
                        uniment
                     
                  
                        Robert Dreyfus
                        Le Figaro. Supplément littéraire
                        Petite histoire de la revue de
                           fin d'année / I De l'Allusion
                        22 février 1908
                     
                », « 
                  bon Littré
                  
                        Robert Dreyfus
                        Le Figaro. Supplément littéraire
                        Petite histoire de la revue de
                           fin d'année / I De l'Allusion
                        22 février 1908
                     
                »
               
                  
                  ,
                « 
                  cocasserie verbale
                  
                        Robert Dreyfus
                        Le Figaro. Supplément littéraire
                        Petite histoire de la revue de
                           fin d'année / I De l'Allusion
                        22 février 1908
                     
                »
               (ce dernier passe encore parce qu'enfin il faut tout de même bien dire ce
               qu'on veut dire)
                  
                  ,
                toute cette défroque de Lemaître(1) qui a trop servi. « 
                  Aurait 
                        peut'être
                        peut-être
                      dit Kant
                  
                        Robert Dreyfus
                        Le Figaro. Supplément littéraire
                        Petite histoire de la revue de
                           fin d'année / I De l'Allusion
                        22 février 1908
                     
                » est diabolique, donc excellent
                  
                  .

Tout à toi

Marcel Proust"
02306_XI_42-6672ced3019cf.xml;cp02306;Albert Nahmia;;19120600;Coecilia Hayward;['genèse'];"Voici le 
                  2e
                  deuxième
                envoi
               
                  
                  .
                Travaillez tous les jours car cela devient pressé. Ne vous
               occupez pas de ma pagination
               
                  a
                  à
                moi & ne cherchez pas à faire contenir dans une de vos pages dactylogra
               phiées une des miennes
                  
                  .
                Suivez simplement votre pagination
               
                  a
                  à
                vous 
                  
                  .
                Ma pagination 
                  a
                  à
                moi est simplement pour que vous
               vous y reconnaissiez. Si vous avez le temps travaillez aussi à
               dactylographier le cahier que vous avez cela nous avancera. En tous cas
               soyez à jour pour Samedi ou Dimanche car je viendrai chercher ce travail 
               
                  
                  .

P.S.: Merci & respectueusement
                  votre dévoué
                  
                        Anamhmiasfils
                        A. Nahmias fils"
